molecule_chembl_id,canonical_smiles,pIC50
CHEMBL1312673,O=C1NC(=O)C(=Cc2cc3c(cc2[N+](=O)[O-])OCO3)C(=O)N1,4.669383332705562
CHEMBL1714283,Cc1cc(O)c(C(C)C)cc1N=Cc1ccccc1[N+](=O)[O-],4.0
CHEMBL1528294,CCc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1,4.0
CHEMBL581225,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CCCCO)C(=O)N(CCCCO)C3=O,4.0
CHEMBL1453783,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)C3CCCC3)C(=O)C2=CO1,4.044937930324968
CHEMBL1525576,CCc1ccc(/C=C2/SC(=S)N(CCCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,4.503762454833264
CHEMBL1588205,CCOc1c(Cl)cc(C(=O)Nc2ccccc2C(=O)O)cc1Cl,4.283746174103963
CHEMBL1541890,O=C(O)Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1,4.166852888087215
CHEMBL1734152,CC1COCC(C)N1C1=C(Cl)C(=O)c2ccccc2C1=O,4.791558643561433
CHEMBL1527565,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,4.400444409014019
CHEMBL1330109,Cc1ccc(C(=O)c2no[n+]([O-])c2C(=O)c2ccc(C)cc2)cc1,4.0
CHEMBL1541795,Cc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)o1,4.221993538576491
CHEMBL1335615,NS(=O)(=O)c1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1,4.0
CHEMBL1463571,Cc1nn2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2c1-c1ccccc1,4.4381833356810425
CHEMBL1410860,O=C(COc1cccc2ccccc12)Nc1ccc(Cl)cc1C(=O)O,4.423313194799005
CHEMBL1402954,CCOc1c(Br)cc(/C=C2\C(=O)N(CCC#N)N=C2C)cc1OC,4.0
CHEMBL1532684,CSc1nc(O)c(C(c2ccc(O)cc2)c2c(O)nc(SC)nc2O)c(O)n1,4.330497165895657
CHEMBL1598439,CCC(=O)OC1(C)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,4.0
CHEMBL1902239,C=CCOc1ccc(C(c2c(O)nc(SC)nc2O)c2c(O)nc(SC)nc2O)cc1,4.4769041617474326
CHEMBL1714492,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=C[C@H]2CC2CCCC2)cc1,4.4320330931768455
CHEMBL3144962,COc1cc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc(OC)c1OC,4.416347891457956
CHEMBL1305092,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3Cl)c2)SC1=S,4.443818153347089
CHEMBL1492148,Cc1ccc(Sc2ccc(C=C3C(=O)N(C)C(=O)N(C)C3=O)o2)cc1,4.837734385701978
CHEMBL1580684,O=C(CN1C(=O)/C(=C2\SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,4.6649434805609085
CHEMBL1312842,COc1cccc(/C=C2\C(=O)C(=O)c3ccccc32)c1,4.889410289700751
CHEMBL1549691,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccc(Cl)cc1)C(C#N)C#N,4.25829701604226
CHEMBL1368160,COc1cc(/C=C(/C#N)C(=O)Nc2ccccc2)c(Br)cc1OCc1ccc(C(=O)O)cc1,4.1766562091793515
CHEMBL1995550,O=C(/C(=N/N=C/c1ccc(O)c(O)c1O)c1ccccc1)c1ccccc1,4.299729062643563
CHEMBL1715126,Cc1cc(O)c(C(C)C)cc1N=Cc1ccc(N(C)C)cc1,4.0
CHEMBL1549660,CC(C)CSC1=NSC2=NC(=O)/C(=C\c3ccccc3)C(=N)N12,4.286005732339356
CHEMBL1392718,COC(=O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,4.59074334796109
CHEMBL1541950,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Br)cc1,4.441171475182989
CHEMBL1463468,O=C(O)CCN1C(=O)/C(=C2\C(=O)N(Cc3ccc(F)cc3)c3ccccc32)SC1=S,4.384681343388521
CHEMBL1348345,CCCCNC(=O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,4.094851998143984
CHEMBL1734539,O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,4.34008379993015
CHEMBL1588339,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C(C)(C)C)cc1,4.591590421531571
CHEMBL1715210,CCCCCC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,4.52360317327467
CHEMBL1323243,O=C1Nc2ccc(Cl)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,4.364717362001788
CHEMBL1486234,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(O)c([N+](=O)[O-])c2)=C(O)C1,5.022733787572707
CHEMBL1442097,COC(=O)C1=CN(c2cccc(C)c2)C=C(C(=O)OC)C1c1cc(OC)c(O)c([N+](=O)[O-])c1,4.247721014539882
CHEMBL1447137,CC1=C(C#N)C(=O)NC(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,4.1878891587969
CHEMBL3191022,CCn1c(C)nc2cc(C(=O)N/N=C/c3ccc(O)c(O)c3O)ccc21,4.6637404479858064
CHEMBL1559687,COc1cc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc([N+](=O)[O-])c1O,4.0
CHEMBL1580896,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cccc(C)c1,4.296966695266314
CHEMBL1446929,CCC(=O)NC1=C(Cl)C(=O)C(NC(=O)CC)=C(Cl)C1=O,5.284832642151542
CHEMBL1424728,CC1(C)CC(=O)C(C(c2ccc(Br)cc2)C2C(=O)CC(C)(C)CC2=O)C(=O)C1,4.100891141806601
CHEMBL3211294,CC1/C(=N\Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CCC1(C(=O)O)c1ccccc1,4.0
CHEMBL1493697,Cc1ccc(C(c2c(O)n3c(nc2=O)SCC3)c2c(O)n3c(nc2=O)SCC3)cc1,4.0746879085003505
CHEMBL1486418,COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2ccc([N+](=O)[O-])cc2)nc1C,4.4146520889054095
CHEMBL1368398,CCOC(=O)c1sc(N2N=C(C)/C(=C\c3ccc(OCC(=O)OC)cc3)C2=O)nc1C,4.04244059810252
CHEMBL1381627,COc1cc(-c2nnc(SCc3cc(=O)oc4cc(O)c(O)cc34)o2)cc(OC)c1OC,4.0
CHEMBL1476948,COc1cccc(/C=C2\Oc3cc(OCC(=O)N4Cc5ccccc5C[C@H]4C(=O)O)ccc3C2=O)c1,4.36251027048749
CHEMBL1715529,O=C(O)C(Cc1ccccc1)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,4.400881434944637
CHEMBL1715633,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=CC[C@H]2c2ccc(Cl)c(Cl)c2)cc1,4.367643953760926
CHEMBL1490677,O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1,4.381219975493785
CHEMBL1570573,CC1(OC(=O)c2ccco2)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,4.0
CHEMBL1580845,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/c1ccc([N+](=O)[O-])s1,4.691008970999836
CHEMBL1542151,O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)S1,4.306536872780469
CHEMBL1375750,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1OCC,4.0
CHEMBL1331111,O=C(O)/C=C/C(=O)Nc1ccc(C2(c3ccc(NC(=O)/C=C/C(=O)O)cc3)c3ccccc3-c3ccccc32)cc1,4.741123370627869
CHEMBL1375820,CCc1ccccc1N1C(=O)C(Cl)=C(N2CCOCC2)C1=O,4.079720105367052
CHEMBL1365198,COC/C=C/C1=CC2=CC(=O)C(C)(OC(=O)c3cnc4ccccc4n3)C(=O)C2=CN1C1CC1,4.0
CHEMBL1370841,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(C3CCCC3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,4.471083299722345
CHEMBL1453077,O=C(CCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)Nc1ccccc1C(=O)O,4.1094113322945125
CHEMBL1451327,Cc1coc2c(O)cc3c(c12)OC1(N2CCCCC2)C(=O)NCCCC31,4.562090964460501
CHEMBL1345295,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3[N+](=O)[O-])C2=O)cc1,4.495121540589784
CHEMBL1570535,COc1ccccc1/C=C1/C(=O)ON=C1C,4.0
CHEMBL1313127,CN1C(=O)/C(=C/c2ccc(C(=O)Nc3ccc(O)cc3C(=O)O)cc2)SC1=S,4.497436330892636
CHEMBL1471546,COC(=O)C1=C(C(=O)OC)C(c2cc(Cl)ccc2O)c2sc(O)nc2S1,4.0
CHEMBL1610382,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(C(C)(C)C)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,4.431798275933005
CHEMBL1998429,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccc(Br)cc3[N+](=O)[O-])o2)o1,4.0
CHEMBL1471595,CCC(C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)C(C)(OC(C)=O)C(=O)C2=CO1,4.420102130396896
CHEMBL1432468,O=C(NCc1cccs1)c1nc(O)c2nnn(Cc3ccccc3Cl)c2n1,4.286005732339356
CHEMBL1323428,C=CCOc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,4.482804102050026
CHEMBL1735496,NC(=S)N=Nc1c(O)cc(O)c2nc(O)ccc12,4.698752911363789
CHEMBL1353221,O=c1ccc2[n+]([O-])c3ccc([O-])cc3oc-2c1.[Na+],5.79317412396815
CHEMBL1715441,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(O)cc3)sc2c1,4.517412230473233
CHEMBL1434708,COc1cccc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)c1,4.4194171231856325
CHEMBL1525702,CC(=O)C1=C(O)C(=O)N(c2cc(C(C)(C)C)on2)C1c1ccc(C(C)C)cc1,4.021043834782408
CHEMBL1559790,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2F)SC1=S,4.480172006224281
CHEMBL329706,NC(=O)C1=C(c2ccccc2)c2ccccc2C1=O,4.225556031075035
CHEMBL1432590,O=C(O)c1cccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])c1,4.969805214643249
CHEMBL1471665,O=C(O)c1ccccc1-c1ccc(C=C2C(=O)N(c3ccccc3)C(=S)N(c3ccccc3)C2=O)o1,4.9083330424043154
CHEMBL1526067,O=[N+]([O-])c1cc([N+](=O)[O-])c2cc3ccccc3nc2c1,5.195860567664649
CHEMBL1328567,O=C1C(O)=C(O)C(=O)c2ccccc21,4.0
CHEMBL1570497,CCC(CNc1cc(OC)cc2cccnc12)NC1CCCCC1,4.406381691870464
CHEMBL1313324,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,4.0
CHEMBL1403191,CCC(=O)OC1(C)C(=O)C2=COC(c3ccc(OC)cc3)=CC2=C(Br)C1=O,4.0
CHEMBL1471648,CN1C(=O)C(=Cc2ccccc2Oc2ccc(Cl)c(F)c2)C(=O)N(C)C1=O,4.28525123927494
CHEMBL1904459,Cc1ccccc1C(=O)Nc1cccc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)c1,4.0
CHEMBL1313262,Oc1ccc(N=Nc2ccccc2-c2nn[nH]n2)c(O)c1,4.0
CHEMBL3197557,Cc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1O,4.0
CHEMBL1408302,O=C(COc1cccc2ccccc12)Nc1cc(Cl)ccc1C(=O)O,4.392009141452825
CHEMBL1581086,CCc1ccc(Nc2ccc(C(=O)O)cc2[N+](=O)[O-])cc1,4.0
CHEMBL1432739,C#CCOc1ccccc1/C=C1/C(=O)ON=C1C,4.0
CHEMBL1305450,COc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,4.131179293802482
CHEMBL1581158,O=C1CCNc2cc3ccccc3cc21,4.0
CHEMBL1533094,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccc(O)cc1,4.0
CHEMBL2002332,Sc1nnc(-c2ccco2)n1/N=C/C(Cl)=C/c1ccccc1,4.2030096094543135
CHEMBL1526088,CCc1ccc(NC2=NC(=O)/C(=C/c3cc(Br)c(OCC(=O)O)c(OC)c3)S2)cc1,4.4029633350223465
CHEMBL1464014,Cn1cccc1/C=C1\C(=O)NC(=O)N(Cc2ccccc2)C1=O,4.6307841425898575
CHEMBL1716414,O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O,4.2309182128817815
CHEMBL1735864,O=C(O)C(Cc1ccccc1)N1C(=O)C=CC1=O,4.0
CHEMBL1571889,CC(C)CN(CC(C)C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],4.799423073245152
CHEMBL1589086,O=C1NC(=O)C(=Cc2coc3ccccc3c2=O)C(=O)N1,4.0
CHEMBL1353570,COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1COCC(F)(F)F,4.557206774060231
CHEMBL1393237,Cc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,4.531652669587842
CHEMBL1385494,CC1=C/C(=C(/c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O.N,4.42021640338319
CHEMBL1345754,CCCCC1(C)OC(=O)C(=Cc2ccc(-c3ccc(Cl)c(C(=O)O)c3)o2)C(=O)O1,4.855114581712858
CHEMBL1313485,CCOC(=O)c1ccc(CC(=O)c2ccc(O)c(O)c2O)o1,4.473789996158335
CHEMBL1408292,COc1cc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc(OC)c1OC,4.427709393848582
CHEMBL2001761,Oc1ccc(/C=N/N2CCCCC2)c(O)c1O,4.0
CHEMBL2001904,CC1=C/C(=C(\c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,4.27417000967942
CHEMBL1393327,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1,4.224535190654261
CHEMBL1550490,CCOC(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,4.0
CHEMBL1464042,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,4.18568579979254
CHEMBL1503442,O=C1C(=Cc2cccn2-c2ccc(O)cc2)C(=O)c2ccccc21,4.99481948749622
CHEMBL1393512,CN1C(=O)NC(=O)/C(=C/c2ccc(C(=O)O)cc2)C1=O,4.069968385049027
CHEMBL1542529,CCCOc1ccc(/C=C2/C(=O)ON=C2C)cc1OCC,4.5376020021010435
CHEMBL1736254,O=C1C(=NCCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,4.912928794093465
CHEMBL1542511,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cccs1,4.329568590639394
CHEMBL1408494,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)CSc3nc(O)c4c(C)c(C)sc4n3)cc2)no1,4.086928259690749
CHEMBL390559,Cc1nn(-c2ccccc2)c(Cl)c1/C=C1\SC(=S)N(CCCCCC(=O)O)C1=O,4.383524486111434
CHEMBL1570587,O=C1C(Cl)=C(NC(=O)c2ccccc2)C(=O)C(Cl)=C1NC(=O)c1ccccc1,5.452225294612178
CHEMBL1433028,O=C(O)/C=C/C(=O)c1ccc2c(c1)NC(=O)CO2,4.0
CHEMBL1472217,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(/C=C/C(=O)c3ccccc3)cc1)C2=O,4.24626377782499
CHEMBL1313807,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Br)cc4)c3cc12,4.478208350360877
CHEMBL2005484,O=C(O)COc1ccccc1/C=N/Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-],4.435097327470795
CHEMBL1589453,COc1ccc(S(=O)(=O)CC(=O)c2cc3cc(Br)ccc3oc2=O)cc1,4.0
CHEMBL1521165,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c(C)n1-c1ccc(C(=O)O)c(Cl)c1,4.195656081520134
CHEMBL1393568,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,4.2813322646837895
CHEMBL133576,Cc1cc(C)c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1.[Na+],4.668167955563751
CHEMBL1464107,Cc1nn(-c2cccc(Cl)c2)c2nc(-c3ccco3)cc(C(=O)O)c12,4.0
CHEMBL1363719,COc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c([N+](=O)[O-])cc1OC,4.761953896871205
CHEMBL1453327,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)(C)C)cc1,4.221270076003888
CHEMBL1345808,Cc1ccc(N2C(=O)C(Cl)=C(N3CCN(C)CC3)C2=O)c(C)c1,4.393081474051709
CHEMBL1716493,Oc1cc(CNCc2ccccc2)c(O)cc1CNCc1ccccc1,4.42724453484578
CHEMBL1415513,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(F)cc2)o1)c1c(C)n[nH]c1O,4.235898623523771
CHEMBL1473975,O=C1ON=C(c2ccc([N+](=O)[O-])cc2)/C1=C/c1ccccc1O,4.489857300597427
CHEMBL1374665,Cc1cccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,4.46268472688799
CHEMBL1381243,CCCCn1c(NC(=O)c2ccc(Br)o2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,4.12280148472821
CHEMBL1385654,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(Cl)c(C(=O)O)c2)cc1,4.398700689805662
CHEMBL1736648,O=C(O)c1cc(N2C(=O)C=CC2=O)cc(N2C(=O)C=CC2=O)c1,4.707965564005264
CHEMBL1516335,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(F)cc2)SC1=S,4.364516253185088
CHEMBL1408395,Cc1ccc2c(c1)c(=O)c1c3n2CCN(C(=O)CCl)C3CC1,4.0
CHEMBL1486827,O=C(Cc1cnn(-c2ccccc2)c1)c1ccc(O)c(O)c1O,4.120961494762763
CHEMBL1589514,COc1ccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)cc1,4.0
CHEMBL1598843,CCOc1cc(/C=C2/C(=O)ON=C2C)ccc1OCc1ccccc1F,4.382370702242158
CHEMBL1492654,CCOC(=O)C1Nc2ccc(C(=O)O)cc2C2C=CCC12,4.3472703039307525
CHEMBL2006418,O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)c(O)c2O)c(S(=O)(=O)N2CCOCC2)c1,5.337242168318426
CHEMBL1490987,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,4.0
CHEMBL515505,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,4.795066477645856
CHEMBL1464233,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OC,4.0
CHEMBL1736502,CCCCCCCCSC1=CC(=O)C(OC)=C(OC)C1=O,4.903437561625864
CHEMBL1489368,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,4.475474063373624
CHEMBL3197153,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2c(c1)Nc1ccccc1S2,4.0
CHEMBL1503793,CC(C(=O)Nc1ccc(C(=O)O)c(O)c1)N1C(=O)/C(=C\c2ccco2)SC1=S,4.100015437450609
CHEMBL1736432,O=[N+]([O-])c1cc2no[n+]([O-])c2cc1N1CCCCC1,5.195179321278838
CHEMBL1363865,O=C1ON=C(c2ccccc2)/C1=C/c1ccc(OS(=O)(=O)c2ccccc2)cc1,4.491066473949967
CHEMBL1425314,Cc1ccc(F)c(NC(=O)/C(C#N)=C(\O)c2ccc(C(C)(C)C)cc2)c1,4.487182241435127
CHEMBL1414222,CC(C)C1Nc2ccc(C(=O)O)cc2C2C=CCC21,4.412289034981089
CHEMBL1369048,C=CCc1cc(C=C2C(=O)NC(=O)NC2=O)cc(OC)c1OCc1ccc(C(=O)O)cc1,4.535808629359001
CHEMBL1442758,O=C(O)c1[nH]c2ccccc2c1C(c1cccc(O)c1)c1c(C(=O)O)[nH]c2ccccc12,4.635261444944601
CHEMBL1550841,O=S(=O)(Nc1nc2ccccc2nc1NCc1ccco1)c1ccc(Cl)cc1,4.036589984319772
CHEMBL1443706,Cl.O=C(NCC(c1cccs1)N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,4.0
CHEMBL1598985,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,4.0
CHEMBL1363782,Cc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,4.333294863880101
CHEMBL1345999,O=C1NC(=O)C(=Cc2cc(Cl)ccc2OCc2ccc(C(=O)O)cc2)C(=O)N1,4.684029654543083
CHEMBL3199187,COC(=O)c1ccc(COc2ccccc2/C=N/Nc2cccc(C(=O)O)c2)cc1,4.11781711236973
CHEMBL1717449,Nc1c(Br)cc(Br)c2c1C(=O)c1c(cccc1S(=O)(=O)O)C2=O,4.0172314227489885
CHEMBL3183391,CCc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,4.639785386704648
CHEMBL3182716,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,4.593971055036385
CHEMBL1336283,Cc1ccc(NC(S)=NNc2ccc([N+](=O)[O-])cc2S(=O)(=O)Nc2ccccc2C(=O)O)cc1C,4.0
CHEMBL2007419,C/C(CC(c1ccccc1)c1c(O)oc2ccccc2c1=O)=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],4.024936003904764
CHEMBL1555532,N#Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1S(=O)(=O)Cc1ccccc1,4.0
CHEMBL1521297,Cc1ccc(C(=O)c2coc3c2C(=O)C(=O)c2ccccc2-3)cc1,4.259637310505756
CHEMBL1964407,CCOC(=O)/C=C(\C)Sc1cc(O)c2ccccc2c1O,5.280668713016273
CHEMBL1572216,Cc1n[nH]c(O)c1C(c1ccc(-c2cccc(Cl)c2)o1)c1c(C)n[nH]c1O,4.247874692702101
CHEMBL1594182,CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3o2)c(Cl)c1=O,4.4590451910738675
CHEMBL1318778,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(OCC(=O)O)c(Cl)c1,4.445147565627946
CHEMBL1542987,O=S(=O)([O-])CCC[n+]1c(SCCCS(=O)(=O)O)sc2ccc(Cl)cc21,4.0
CHEMBL551842,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,4.492279023314387
CHEMBL1408705,O=C1NC(=S)N(c2ccccc2F)C(=O)/C1=C\c1cccs1,4.152859382586594
CHEMBL1581683,O=C(O)CCC(=O)NCCc1c(/C=C2/C(=O)NC(=S)N(Cc3ccc(F)cc3)C2=O)[nH]c2ccccc12,4.0
CHEMBL3190629,Oc1ccc2ccccc2c1/C=N\C12CN3CCN(CN(C3)C1)C2,4.268330668171363
CHEMBL1503852,O=C(CN1C(=O)/C(=C/c2ccco2)SC1=S)Nc1ccc(O)c(C(=O)O)c1,4.0
CHEMBL1497153,O=C(O)c1[nH]c2ccccc2c1C(c1cc(Cl)cc([N+](=O)[O-])c1O)c1c(C(=O)O)[nH]c2ccccc12,5.0101054362812265
CHEMBL1374603,COc1ccc(NS(=O)(=O)c2ccc3c(c2)[C@H]2C=CC[C@H]2[C@@H](c2ccc(C(=O)O)cc2)N3)cc1,4.353400248279627
CHEMBL1598944,COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(C)c(C)c3)C2=O)cc1CN1C(=O)c2ccccc2C1=O,4.0021332737608555
CHEMBL1503985,CCc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,4.5121548798885645
CHEMBL1318817,COc1cc(N=c2ssnc2Cl)c(OC)cc1Cl,4.0
CHEMBL1318818,COc1cc(CNc2ccc(N3CCCC3)cc2)ccc1OCc1ccccc1F,4.265760395564545
CHEMBL1437954,CCOc1ccc2nc(N3CCCN(C(=O)Nc4ccccc4C)CC3)c(C#N)cc2c1,4.411840383616908
CHEMBL1886015,Nc1nc(O)cc(N=Nc2ccc(O)cc2)n1,4.573651426212493
CHEMBL1599120,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(Br)s2)C(=O)C1,4.667965722972482
CHEMBL3192031,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,4.458046525541763
CHEMBL1599047,CC(C)c1ccc(Nc2ccc(C(=O)O)cc2[N+](=O)[O-])cc1,4.150519162756014
CHEMBL1497208,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccccc1,4.729088360589519
CHEMBL1594191,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(Cl)cc1,4.366733588844576
CHEMBL1565810,Cc1ccc(S(=O)(=O)NN2C(=O)/C(=C/c3cccs3)SC2=S)cc1,4.452717692036697
CHEMBL1717890,O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1,4.733768303310106
CHEMBL1477046,Cc1ccc(S(=O)(=O)Nc2nc(-c3ccc(F)cc3)cs2)cc1,4.151441427876237
CHEMBL1533464,O=C(O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccoc2CC3)cc1,4.0504148486733484
CHEMBL1966224,Oc1ccc(/C=N/N=C(c2ccccc2)c2ccccc2)c(O)c1O,4.631341287607773
CHEMBL1494242,COc1cc(/C=C2/C(=N)N3C(c4ccccc4)=CSC3=NC2=O)ccc1OCC(=O)O,4.0
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,4.0
CHEMBL1526763,O=C(O)c1ccc(COc2ccccc2C=C2C(=O)c3ccccc3C2=O)cc1,5.198596289982645
CHEMBL1376342,O=C(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,4.219754716134648
CHEMBL1533621,O=C1C=C(Nc2cccc3cccnc23)c2ccccc2C1=O,4.297914278564175
CHEMBL131037,COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O,5.281498311132726
